,filename,name,pose,truncated,difficult,xmin,ymin,xmax,ymax,width,height
67,levle1_377.jpg,fore,Unspecified,0.0,0,907,2435,991,2581,84,146
68,levle1_377.jpg,fore,Unspecified,0.0,0,1014,2428,1198,2619,184,191
69,levle1_377.jpg,fore,Unspecified,0.0,0,853,2627,1068,2780,215,153
70,levle1_377.jpg,fore,Unspecified,0.0,0,823,2757,984,2865,161,108
71,levle1_411.jpg,fore,Unspecified,0.0,0,2424,1761,2616,1953,192,192
72,levle1_411.jpg,fore,Unspecified,0.0,0,2616,1753,2769,1907,153,154
73,levle1_411.jpg,fore,Unspecified,0.0,0,2317,2022,2516,2144,199,122
74,levle1_411.jpg,fore,Unspecified,0.0,0,2325,2282,2516,2443,191,161
75,levle1_411.jpg,fore,Unspecified,0.0,0,2210,2849,2355,2979,145,130
76,levle1_411.jpg,fore,Unspecified,0.0,0,1436,3271,1620,3424,184,153
77,levle1_411.jpg,fore,Unspecified,0.0,0,1704,3232,1911,3416,207,184
78,levle1_411.jpg,fore,Unspecified,0.0,0,2716,2091,2823,2221,107,130
79,levle1_405.jpg,fore,Unspecified,0.0,0,869,842,1014,964,145,122
80,levle1_405.jpg,fore,Unspecified,0.0,0,984,581,1145,681,161,100
81,levle1_405.jpg,fore,Unspecified,0.0,0,1482,665,1719,811,237,146
82,levle1_405.jpg,fore,Unspecified,0.0,0,2102,558,2302,665,200,107
83,levle1_405.jpg,fore,Unspecified,0.0,0,2202,780,2424,918,222,138
84,levle1_405.jpg,fore,Unspecified,0.0,0,1942,2290,2110,2451,168,161
85,levle1_405.jpg,fore,Unspecified,0.0,0,2417,2213,2547,2351,130,138
86,levle1_405.jpg,fore,Unspecified,0.0,0,2547,2206,2693,2313,146,107
87,levle1_405.jpg,fore,Unspecified,0.0,0,2647,2313,2777,2443,130,130
88,levle1_405.jpg,fore,Unspecified,0.0,0,2378,2374,2562,2535,184,161
89,levle0_170.jpg,fore,Unspecified,0.0,0,1283,1983,1459,2198,176,215
90,levle0_170.jpg,fore,Unspecified,0.0,0,1283,2251,1489,2382,206,131
91,levle1_363.jpg,fore,Unspecified,0.0,0,1604,2987,1781,3133,177,146
92,levle1_363.jpg,fore,Unspecified,0.0,0,1489,2750,1620,2903,131,153
93,levle1_363.jpg,fore,Unspecified,0.0,0,1949,2750,2110,2872,161,122
94,levle1_363.jpg,fore,Unspecified,0.0,0,2187,2796,2363,2934,176,138
95,levle1_363.jpg,fore,Unspecified,0.0,0,2034,2911,2118,2995,84,84
96,levle1_363.jpg,fore,Unspecified,0.0,0,991,2397,1076,2543,85,146
97,levle3_22.jpg,fore,,,0,39,136,62,156,23,20
98,levle3_22.jpg,fore,,,0,81,135,100,154,19,19
99,levle3_22.jpg,fore,,,0,2,149,13,166,11,17
100,levle3_22.jpg,fore,,,0,24,173,48,188,24,15
101,levle3_22.jpg,fore,,,0,48,170,64,188,16,18
102,levle3_22.jpg,fore,,,0,48,209,56,224,8,15
103,levle3_22.jpg,fore,,,0,79,202,98,214,19,12
104,levle3_22.jpg,fore,,,0,26,229,42,245,16,16
105,levle3_22.jpg,fore,,,0,61,230,83,246,22,16
106,levle3_22.jpg,fore,,,0,35,250,51,268,16,18
107,levle3_22.jpg,fore,,,0,92,295,117,315,25,20
108,levle3_22.jpg,fore,,,0,29,51,51,66,22,15
109,levle3_22.jpg,fore,,,0,26,65,52,84,26,19
110,levle3_22.jpg,fore,,,0,5,182,23,204,18,22
111,levle3_22.jpg,fore,,,0,28,192,46,214,18,22
112,levle3_22.jpg,fore,,,0,109,190,139,226,30,36
113,levle3_22.jpg,fore,,,0,23,291,39,313,16,22
114,levle3_22.jpg,fore,,,0,50,244,69,263,19,19
115,levle3_22.jpg,fore,,,0,62,257,86,278,24,21
116,levle3_22.jpg,fore,,,0,51,280,64,293,13,13
117,levle3_22.jpg,fore,,,0,76,276,102,293,26,17
118,levle3_22.jpg,fore,,,0,100,244,120,262,20,18
119,levle3_22.jpg,fore,,,0,110,257,129,275,19,18
120,levle3_22.jpg,fore,,,0,100,279,119,296,19,17
121,levle3_22.jpg,fore,,,0,80,169,92,181,12,12
122,levle3_22.jpg,fore,,,0,90,173,100,184,10,11
123,levle3_22.jpg,fore,,,0,34,109,45,120,11,11
124,levle3_22.jpg,fore,,,0,65,117,76,131,11,14
125,levle3_22.jpg,fore,,,0,79,67,95,81,16,14
126,levle3_22.jpg,fore,,,0,16,215,32,231,16,16
127,levle3_22.jpg,fore,,,0,38,215,50,229,12,14
128,levle3_22.jpg,fore,,,0,40,230,58,243,18,13
129,levle3_22.jpg,fore,,,0,54,212,74,226,20,14
130,levle3_22.jpg,fore,,,0,53,189,65,207,12,18
131,levle3_22.jpg,fore,,,0,61,305,77,318,16,13
132,levle3_22.jpg,fore,,,0,77,301,91,316,14,15
133,levle3_22.jpg,fore,,,0,29,91,42,102,13,11
134,levle3_22.jpg,fore,,,0,16,91,29,104,13,13
135,levle3_22.jpg,fore,,,0,4,131,18,144,14,13
136,levle3_22.jpg,fore,,,0,23,152,31,163,8,11
137,levle3_22.jpg,fore,,,0,12,157,26,169,14,12
138,levle3_22.jpg,fore,,,0,68,155,81,171,13,16
139,levle3_22.jpg,fore,,,0,101,148,113,162,12,14
140,levle3_22.jpg,fore,,,0,94,185,114,203,20,18
141,levle3_22.jpg,fore,,,0,68,185,93,201,25,16
142,levle3_22.jpg,fore,,,0,60,58,73,68,13,10
143,levle3_22.jpg,fore,,,0,50,43,67,58,17,15
144,levle3_22.jpg,fore,,,0,5,268,18,284,13,16
145,levle3_22.jpg,fore,,,0,9,250,20,264,11,14
146,levle3_22.jpg,fore,,,0,1,246,7,262,6,16
147,levle3_22.jpg,fore,,,0,9,235,20,246,11,11
148,levle3_22.jpg,fore,,,0,19,245,32,259,13,14
149,levle3_22.jpg,fore,,,0,50,294,67,304,17,10
150,levle3_22.jpg,fore,,,0,86,259,97,270,11,11
151,levle3_22.jpg,fore,,,0,90,268,101,280,11,12
152,levle3_22.jpg,fore,,,0,88,239,103,255,15,16
153,levle3_22.jpg,fore,,,0,33,279,46,295,13,16
154,levle3_22.jpg,fore,,,0,64,67,75,80,11,13
155,levle3_22.jpg,fore,,,0,108,170,124,189,16,19
156,levle3_22.jpg,fore,,,0,118,296,133,312,15,16
157,levle3_22.jpg,fore,,,0,121,330,130,340,9,10
158,levle3_22.jpg,fore,,,0,133,325,144,337,11,12
159,levle3_22.jpg,fore,,,0,132,338,143,345,11,7
160,levle3_22.jpg,fore,,,0,11,285,22,301,11,16
161,levle3_22.jpg,fore,,,0,1,288,9,308,8,20
162,levle1_388.jpg,fore,Unspecified,0.0,0,1244,2773,1382,2911,138,138
163,levle1_388.jpg,fore,Unspecified,0.0,0,2018,504,2102,627,84,123
164,levle1_388.jpg,fore,Unspecified,0.0,0,2279,382,2493,535,214,153
165,levle1_388.jpg,fore,Unspecified,0.0,0,2302,205,2463,366,161,161
166,levle1_388.jpg,fore,Unspecified,0.0,0,2194,635,2340,773,146,138
167,levle1_388.jpg,fore,Unspecified,0.0,0,1650,167,1719,343,69,176
168,levle1_388.jpg,fore,Unspecified,0.0,0,1796,412,1972,566,176,154
169,levle0_67.jpg,fore,Unspecified,0.0,0,2691,1385,2949,1643,258,258
170,levle0_67.jpg,fore,Unspecified,0.0,0,3082,2449,3290,2757,208,308
171,levle0_67.jpg,fore,Unspecified,0.0,0,3755,2632,3905,2848,150,216
172,levle0_67.jpg,fore,Unspecified,0.0,0,3996,2723,4171,2948,175,225
173,levle1_149.jpg,fore,,,0,1344,2466,1489,2558,145,92
174,levle1_149.jpg,fore,,,0,1650,2780,1773,2941,123,161
175,levle1_149.jpg,fore,,,0,1712,2297,1896,2420,184,123
176,levle1_149.jpg,fore,,,0,2217,2313,2302,2397,85,84
177,levle1_149.jpg,fore,,,0,1765,2573,1880,2696,115,123
178,levle1_149.jpg,fore,,,0,2374,2136,2457,2212,83,76
179,levle0_73.jpg,fore,Unspecified,0.0,0,3522,1128,3747,1310,225,182
180,levle0_73.jpg,fore,Unspecified,0.0,0,3074,1144,3248,1335,174,191
181,levle0_73.jpg,fore,Unspecified,0.0,0,3024,1493,3248,1718,224,225
182,levle0_73.jpg,fore,Unspecified,0.0,0,3190,2017,3439,2250,249,233
183,levle0_73.jpg,fore,Unspecified,0.0,0,3514,1809,3722,1975,208,166
184,levle0_428.jpg,fore,Unspecified,0.0,0,784,1363,907,1531,123,168
185,levle0_428.jpg,fore,Unspecified,0.0,0,861,1240,984,1363,123,123
186,levle0_428.jpg,fore,Unspecified,0.0,0,2240,926,2371,1094,131,168
187,levle0_400.jpg,fore,Unspecified,0.0,0,2125,1945,2286,2045,161,100
188,levle0_400.jpg,fore,Unspecified,0.0,0,1796,2941,1903,3064,107,123
189,levle0_400.jpg,fore,Unspecified,0.0,0,1926,3194,2057,3355,131,161
190,levle0_400.jpg,fore,Unspecified,0.0,0,1175,512,1290,635,115,123
191,levle0_400.jpg,fore,Unspecified,0.0,0,608,681,815,903,207,222
192,levle1_613.jpg,fore,Unspecified,0.0,0,1306,1508,1390,1631,84,123
193,levle1_613.jpg,fore,Unspecified,0.0,0,1183,1409,1283,1531,100,122
194,levle1_613.jpg,fore,Unspecified,0.0,0,1252,1025,1428,1156,176,131
195,levle1_613.jpg,fore,Unspecified,0.0,0,2141,2481,2302,2650,161,169
196,levle1_613.jpg,fore,Unspecified,0.0,0,984,2765,1114,2918,130,153
197,levle1_613.jpg,fore,Unspecified,0.0,0,1788,2903,1911,3056,123,153
198,levle1_613.jpg,fore,Unspecified,0.0,0,1382,1171,1505,1286,123,115
199,levle1_175.jpg,fore,Unspecified,0.0,0,2463,2183,2547,2305,84,122
200,levle1_175.jpg,fore,Unspecified,0.0,0,2562,2221,2639,2389,77,168
201,levle1_175.jpg,fore,Unspecified,0.0,0,2125,2251,2271,2343,146,92
202,levle1_175.jpg,fore,Unspecified,0.0,0,1719,796,1888,872,169,76
203,levle1_175.jpg,fore,Unspecified,0.0,0,2179,1876,2286,1968,107,92
204,levle1_175.jpg,fore,Unspecified,0.0,0,2302,1891,2432,2022,130,131
205,levle0_366.jpg,fore,Unspecified,0.0,0,1620,2811,1796,2926,176,115
206,levle0_366.jpg,fore,Unspecified,0.0,0,1252,2949,1397,3071,145,122
207,levle1_161.jpg,fore,Unspecified,0.0,0,1106,2290,1221,2412,115,122
208,levle1_161.jpg,fore,Unspecified,0.0,0,1313,2098,1405,2213,92,115
209,levle1_161.jpg,fore,Unspecified,0.0,0,991,1930,1114,2098,123,168
210,levle1_161.jpg,fore,Unspecified,0.0,0,1451,2343,1597,2497,146,154
211,levle1_161.jpg,fore,Unspecified,0.0,0,1765,2788,1873,2895,108,107
212,levle1_161.jpg,fore,Unspecified,0.0,0,2064,2911,2171,3010,107,99
213,levle1_161.jpg,fore,Unspecified,0.0,0,2003,2995,2133,3110,130,115
214,levle1_161.jpg,fore,Unspecified,0.0,0,2003,3110,2125,3186,122,76
215,levle0_372.jpg,fore,Unspecified,0.0,0,386,1868,570,1945,184,77
216,levle0_372.jpg,fore,Unspecified,0.0,0,486,2083,662,2198,176,115
217,levle0_372.jpg,fore,Unspecified,0.0,0,1888,2964,2011,3110,123,146
218,levle0_372.jpg,fore,Unspecified,0.0,0,1719,3110,1804,3194,85,84
219,levle0_372.jpg,fore,Unspecified,0.0,0,1551,2964,1666,3071,115,107
220,levle0_414.jpg,fore,Unspecified,0.0,0,1505,1623,1620,1761,115,138
221,levle0_414.jpg,fore,Unspecified,0.0,0,1413,2857,1566,2972,153,115
222,levle1_607.jpg,fore,Unspecified,0.0,0,2509,2121,2677,2244,168,123
223,levle1_607.jpg,fore,Unspecified,0.0,0,2263,2428,2409,2596,146,168
224,levle1_607.jpg,fore,Unspecified,0.0,0,2516,2389,2608,2474,92,85
225,levle1_607.jpg,fore,Unspecified,0.0,0,1604,3002,1704,3140,100,138
226,levle1_607.jpg,fore,Unspecified,0.0,0,1382,2918,1497,3018,115,100
227,levle1_607.jpg,fore,Unspecified,0.0,0,1420,3087,1528,3171,108,84
228,levle1_607.jpg,fore,Unspecified,0.0,0,1750,3148,1873,3248,123,100
229,levle1_607.jpg,fore,Unspecified,0.0,0,1696,3002,1819,3079,123,77
230,levle1_607.jpg,fore,Unspecified,0.0,0,1229,1799,1344,1930,115,131
231,levle0_399.jpg,fore,Unspecified,0.0,0,1566,650,1811,796,245,146
232,levle0_399.jpg,fore,Unspecified,0.0,0,1168,2497,1267,2658,99,161
233,levle0_98.jpg,fore,Unspecified,0.0,0,2631,1271,2800,1516,169,245
234,levle0_98.jpg,fore,Unspecified,0.0,0,2371,1730,2478,1868,107,138
235,levle2_62.jpg,fore,Unspecified,0.0,0,1952,1975,2043,2100,91,125
236,levle2_62.jpg,fore,Unspecified,0.0,0,1885,2125,2076,2266,191,141
237,levle2_62.jpg,fore,Unspecified,0.0,0,1985,2225,2151,2333,166,108
238,levle2_62.jpg,fore,Unspecified,0.0,0,1968,2349,2068,2457,100,108
239,levle2_62.jpg,fore,Unspecified,0.0,0,1902,2532,2051,2657,149,125
240,levle2_62.jpg,fore,Unspecified,0.0,0,2101,2067,2218,2191,117,124
241,levle2_62.jpg,fore,Unspecified,0.0,0,2234,2150,2342,2258,108,108
242,levle2_62.jpg,fore,Unspecified,0.0,0,2375,2100,2542,2258,167,158
243,levle2_62.jpg,fore,Unspecified,0.0,0,2259,2316,2417,2441,158,125
244,levle2_62.jpg,fore,Unspecified,0.0,0,2450,2491,2558,2599,108,108
245,levle2_62.jpg,fore,Unspecified,0.0,0,2874,2748,3032,2865,158,117
246,levle2_62.jpg,fore,Unspecified,0.0,0,2916,2890,3074,3023,158,133
247,levle2_62.jpg,fore,Unspecified,0.0,0,1760,1826,1943,1992,183,166
248,levle2_62.jpg,fore,Unspecified,0.0,0,1769,1992,1977,2125,208,133
249,levle2_76.jpg,fore,Unspecified,0.0,0,1781,1999,1880,2137,99,138
250,levle2_76.jpg,fore,Unspecified,0.0,0,1934,1830,2110,2006,176,176
251,levle2_76.jpg,fore,Unspecified,0.0,0,1681,2198,1811,2343,130,145
252,levle2_76.jpg,fore,Unspecified,0.0,0,1888,2229,2079,2458,191,229
253,levle2_76.jpg,fore,Unspecified,0.0,0,1972,2366,2118,2558,146,192
254,levle2_76.jpg,fore,Unspecified,0.0,0,2057,2520,2148,2681,91,161
255,levle2_76.jpg,fore,Unspecified,0.0,0,1811,2665,1980,2849,169,184
256,levle2_76.jpg,fore,Unspecified,0.0,0,1788,2435,1926,2596,138,161
257,levle2_76.jpg,fore,Unspecified,0.0,0,2164,2213,2332,2382,168,169
258,levle2_76.jpg,fore,Unspecified,0.0,0,2248,2474,2332,2589,84,115
259,levle2_76.jpg,fore,Unspecified,0.0,0,2271,2589,2432,2773,161,184
260,levle2_76.jpg,fore,Unspecified,0.0,0,2455,2068,2509,2206,54,138
261,levle2_76.jpg,fore,Unspecified,0.0,0,2516,1914,2662,2060,146,146
262,levle2_76.jpg,fore,Unspecified,0.0,0,2547,2045,2662,2229,115,184
263,levle2_76.jpg,fore,Unspecified,0.0,0,2578,2129,2754,2366,176,237
264,levle2_76.jpg,fore,Unspecified,0.0,0,1145,619,1290,819,145,200
265,levle2_76.jpg,fore,Unspecified,0.0,0,1704,719,1788,903,84,184
266,levle2_76.jpg,fore,Unspecified,0.0,0,1811,796,1980,987,169,191
267,levle2_76.jpg,fore,Unspecified,0.0,0,1474,313,1673,520,199,207
268,levle2_76.jpg,fore,Unspecified,0.0,0,945,320,1099,466,154,146
269,levle2_76.jpg,fore,Unspecified,0.0,0,1106,359,1275,550,169,191
270,levle2_76.jpg,fore,Unspecified,0.0,0,945,642,1022,711,77,69
271,levle2_76.jpg,fore,Unspecified,0.0,0,708,757,876,941,168,184
272,levle2_76.jpg,fore,Unspecified,0.0,0,961,865,1168,1079,207,214
273,levle0_212.jpg,fore,Unspecified,0.0,0,1566,2420,1658,2604,92,184
274,levle0_212.jpg,fore,Unspecified,0.0,0,1934,1156,2102,1294,168,138
275,levle0_206.jpg,fore,Unspecified,0.0,0,1742,2489,1903,2589,161,100
276,levle2_129.jpg,fore,Unspecified,0.0,0,1719,612,1842,734,123,122
277,levle2_129.jpg,fore,Unspecified,0.0,0,1198,880,1344,987,146,107
278,levle2_129.jpg,fore,Unspecified,0.0,0,2478,1209,2585,1294,107,85
279,levle2_129.jpg,fore,Unspecified,0.0,0,2378,1585,2478,1684,100,99
280,levle2_129.jpg,fore,Unspecified,0.0,0,2478,1715,2555,1799,77,84
281,levle2_129.jpg,fore,Unspecified,0.0,0,2432,1807,2578,1899,146,92
282,levle2_129.jpg,fore,Unspecified,0.0,0,2585,1907,2693,1991,108,84
283,levle2_129.jpg,fore,Unspecified,0.0,0,2348,1976,2463,2060,115,84
284,levle2_129.jpg,fore,Unspecified,0.0,0,2256,1899,2363,2014,107,115
285,levle2_129.jpg,fore,Unspecified,0.0,0,2202,2137,2294,2290,92,153
286,levle2_129.jpg,fore,Unspecified,0.0,0,2294,2160,2386,2251,92,91
287,levle2_129.jpg,fore,Unspecified,0.0,0,2286,2267,2394,2374,108,107
288,levle2_129.jpg,fore,Unspecified,0.0,0,2371,2213,2493,2313,122,100
289,levle2_129.jpg,fore,Unspecified,0.0,0,2486,2320,2601,2428,115,108
290,levle2_129.jpg,fore,Unspecified,0.0,0,2601,2366,2700,2466,99,100
291,levle2_129.jpg,fore,Unspecified,0.0,0,1811,2213,1995,2382,184,169
292,levle2_129.jpg,fore,Unspecified,0.0,0,1574,2129,1681,2320,107,191
293,levle2_129.jpg,fore,Unspecified,0.0,0,1627,2359,1727,2458,100,99
294,levle2_129.jpg,fore,Unspecified,0.0,0,1727,2451,1896,2566,169,115
295,levle2_129.jpg,fore,Unspecified,0.0,0,1796,2566,1965,2711,169,145
296,levle2_129.jpg,fore,Unspecified,0.0,0,1926,2451,2049,2520,123,69
297,levle2_129.jpg,fore,Unspecified,0.0,0,2072,2658,2202,2811,130,153
298,levle2_129.jpg,fore,Unspecified,0.0,0,1880,2681,2072,2842,192,161
299,levle2_129.jpg,fore,Unspecified,0.0,0,1995,2857,2148,2972,153,115
300,levle2_129.jpg,fore,Unspecified,0.0,0,1666,2918,1811,3048,145,130
301,levle2_129.jpg,fore,Unspecified,0.0,0,1459,3232,1650,3363,191,131
302,levle2_129.jpg,fore,Unspecified,0.0,0,1834,3133,1988,3278,154,145
303,levle2_129.jpg,fore,Unspecified,0.0,0,2087,3148,2118,3171,31,23
304,levle2_129.jpg,fore,Unspecified,0.0,0,2003,3041,2133,3163,130,122
305,levle1_4.jpg,fore,Unspecified,0.0,0,58,207,97,228,39,21
306,levle1_4.jpg,fore,Unspecified,0.0,0,62,149,101,186,39,37
307,levle1_4.jpg,fore,Unspecified,0.0,0,79,125,112,148,33,23
308,levle1_4.jpg,fore,Unspecified,0.0,0,98,295,139,329,41,34
309,levle1_4.jpg,fore,Unspecified,0.0,0,103,340,142,370,39,30
310,levle1_4.jpg,fore,Unspecified,0.0,0,114,371,150,394,36,23
311,levle1_4.jpg,fore,Unspecified,0.0,0,73,351,104,400,31,49
312,levle1_4.jpg,fore,Unspecified,0.0,0,171,354,202,390,31,36
313,levle1_4.jpg,fore,Unspecified,0.0,0,149,396,191,415,42,19
314,levle1_4.jpg,fore,Unspecified,0.0,0,195,412,222,439,27,27
315,levle1_4.jpg,fore,Unspecified,0.0,0,283,267,293,284,10,17
316,levle1_4.jpg,fore,Unspecified,0.0,0,165,161,217,205,52,44
317,levle1_4.jpg,fore,Unspecified,0.0,0,185,209,225,248,40,39
318,levle2_101.jpg,fore,Unspecified,0.0,0,784,1447,884,1539,100,92
319,levle2_101.jpg,fore,Unspecified,0.0,0,401,1416,532,1562,131,146
320,levle2_101.jpg,fore,Unspecified,0.0,0,294,1661,371,1792,77,131
321,levle2_101.jpg,fore,Unspecified,0.0,0,792,1294,915,1409,123,115
322,levle2_101.jpg,fore,Unspecified,0.0,0,1543,734,1696,910,153,176
323,levle2_101.jpg,fore,Unspecified,0.0,0,1451,910,1581,1041,130,131
324,levle2_101.jpg,fore,Unspecified,0.0,0,1581,1094,1696,1209,115,115
325,levle2_101.jpg,fore,Unspecified,0.0,0,1765,612,1873,734,108,122
326,levle2_101.jpg,fore,Unspecified,0.0,0,1857,681,1949,796,92,115
327,levle2_101.jpg,fore,Unspecified,0.0,0,1298,2527,1443,2658,145,131
328,levle2_101.jpg,fore,Unspecified,0.0,0,1237,2619,1375,2742,138,123
329,levle2_101.jpg,fore,Unspecified,0.0,0,1275,2911,1405,3041,130,130
330,levle2_101.jpg,fore,Unspecified,0.0,0,984,2895,1160,3056,176,161
331,levle2_101.jpg,fore,Unspecified,0.0,0,1459,3255,1535,3416,76,161
332,levle2_101.jpg,fore,Unspecified,0.0,0,1765,3148,1942,3324,177,176
333,levle2_101.jpg,fore,Unspecified,0.0,0,953,2727,1014,2872,61,145
334,levle2_101.jpg,fore,Unspecified,0.0,0,876,2489,991,2581,115,92
335,levle2_101.jpg,fore,Unspecified,0.0,0,815,2573,907,2704,92,131
336,levle2_101.jpg,fore,Unspecified,0.0,0,754,2811,830,2880,76,69
337,levle2_101.jpg,fore,Unspecified,0.0,0,692,2435,754,2566,62,131
338,levle2_101.jpg,fore,Unspecified,0.0,0,578,2474,654,2612,76,138
339,levle2_101.jpg,fore,Unspecified,0.0,0,447,2466,532,2627,85,161
340,levle2_101.jpg,fore,Unspecified,0.0,0,516,2366,654,2474,138,108
341,levle2_101.jpg,fore,Unspecified,0.0,0,432,2259,532,2366,100,107
342,levle2_115.jpg,fore,Unspecified,0.0,0,723,1531,830,1677,107,146
343,levle2_115.jpg,fore,Unspecified,0.0,0,823,1294,922,1439,99,145
344,levle2_115.jpg,fore,Unspecified,0.0,0,654,1156,784,1332,130,176
345,levle2_115.jpg,fore,Unspecified,0.0,0,991,1202,1129,1317,138,115
346,levle2_115.jpg,fore,Unspecified,0.0,0,1750,773,1834,895,84,122
347,levle2_115.jpg,fore,Unspecified,0.0,0,1574,696,1742,811,168,115
348,levle2_115.jpg,fore,Unspecified,0.0,0,1574,842,1635,918,61,76
349,levle2_115.jpg,fore,Unspecified,0.0,0,1635,933,1727,1018,92,85
350,levle2_115.jpg,fore,Unspecified,0.0,0,1658,604,1758,696,100,92
351,levle2_115.jpg,fore,Unspecified,0.0,0,486,2091,608,2221,122,130
352,levle2_115.jpg,fore,Unspecified,0.0,0,708,2144,815,2244,107,100
353,levle2_115.jpg,fore,Unspecified,0.0,0,700,2244,907,2366,207,122
354,levle2_115.jpg,fore,Unspecified,0.0,0,1076,3240,1221,3355,145,115
355,levle2_115.jpg,fore,Unspecified,0.0,0,1237,3163,1367,3347,130,184
356,levle2_115.jpg,fore,Unspecified,0.0,0,1420,3248,1535,3393,115,145
357,levle2_115.jpg,fore,Unspecified,0.0,0,1635,3171,1742,3294,107,123
358,levle2_115.jpg,fore,Unspecified,0.0,0,1666,3301,1788,3355,122,54
